常用频道,#genre#
J SPORTS 4,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs22&isp=4
日本映画専門チャンネル,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs23&isp=4
Disney Channel,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs24&isp=4
BS釣りビジョン,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs25&isp=4
スペースシャワーTV/SPACE,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs26&isp=4
BS 31,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs31&isp=4
スカイ・A,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs01&isp=4
日テレジータス,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs02&isp=4
ゴルフネットワーク/GOLF,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs03&isp=4
時代劇専門チャンネル,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs04&isp=4
ホームドラマチャンネル,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs05&isp=4
ミュージック・ジャパンTV/MUSIC,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs06&isp=4
KIDS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs07&isp=4
Discovery,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs08&isp=4
HISTORY,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs09&isp=4
ナショナル ジオグラフィック,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs10&isp=4
TBS チャンネル,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs11&isp=4
旅チャンネル,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs12&isp=4
歌謡ポップスチャンネル,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs13&isp=4
ムービープラス,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs14&isp=4
BBC World News,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs15&isp=4
CNN,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs16&isp=4
GAORA,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs17&isp=4
MTV,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs18&isp=4
女チャンネル♪LaLa,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs19&isp=4
ファミリー劇場,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs20&isp=4
MONDO TV,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs21&isp=4
衛星劇場,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs22&isp=4
Disney Channel (CS),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs23&isp=4
アニマルプラネット/animal,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs24&isp=4
Cartoon Network,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs25&isp=4
フジテレビNEXT,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs26&isp=4
東映チャンネル,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs27&isp=4
TAKARAZUKA,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs28&isp=4
チャンネル銀河,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs29&isp=4
KBS WORLD,https://hello.kbshlsfree.workers.dev/free/channel/14/master.m3u8
NHK-G综合,P2p://starvod.xyz:19806/39cbc09cfd5e4dfb97b45e4d8b8d2365
NHK-E教育,P2p://starvod.xyz:19806/94f3f79234c14968ad7a64c78513e75a
日本テレビ,P2p://starvod.xyz:19806/75a479a865ec43bea6b69c8890995012
TBSテレビ,P2p://starvod.xyz:19806/491496a7b9a04f67aa80335ae6297f31
テレビ東京,P2p://starvod.xyz:19806/48a714fb9207427ab736e06c55710711
フジテレビ,P2p://starvod.xyz:19806/89185d69da39411e987c3ba8c83ccb4e
読売テレビ,P2p://starvod.xyz:19806/0ee9d442c5b14c8e83b2c314ab9a4300
関西テレビ,P2p://starvod.xyz:19806/1a0b9141f72540f9ac69259b1b147175
KBS京都,P2p://starvod.xyz:19806/e9191a0df37a445daf5b4d9af04ea921
毎日放送,P2p://starvod.xyz:19806/ec9283967d664659a4ac6ec92104c7bf
朝日放送,P2p://starvod.xyz:19806/7303e01149314ad4a5d8e5aa25b56975
テレビ大阪,P2p://starvod.xyz:19806/a8f44bac997a4f959151b0352f4116ad
BS-1,P2p://starvod.xyz:19806/c3f16f1b4ce3463597111fc47b36dcde
BS日テレ,P2p://starvod.xyz:19806/2152ff7538344b9dae7e9e58384728b4
BS朝日,P2p://starvod.xyz:19806/1348fc652539480a9ac5067e6f174648
BS-TBS,P2p://starvod.xyz:19806/2e2050b637094b81ad79c7d4611960e2
BS11,P2p://starvod.xyz:19806/61b8fb8e2d664bd6a6069c375926ee3d
BSフジ,P2p://starvod.xyz:19806/735e3c5931d34acf8dd2f7bbbf3741d9
WOWOWプライム,P2p://starvod.xyz:19806/24258a88df1a461b98b74aa760ec6ba4
WOWOWライブ,P2p://starvod.xyz:19806/efa7852398444fbab516e74d8aa19764
WOWOWシネマ,P2p://starvod.xyz:19806/9478166f644f46e2bfd81cf23c51ff31
スター・チャンネル1,P2p://starvod.xyz:19806/b9c896468a754600babf1db6b18da8bd
BSアニマックス,P2p://starvod.xyz:19806/56a65f41367f497c84cc9538def3a614
J Sports 1,P2p://starvod.xyz:19806/fd040fbad8944c24bbc666c8523a9513
J Sports 2,P2p://starvod.xyz:19806/a92d2208dd254a1198e66b739dc50157
J Sports 3,P2p://starvod.xyz:19806/e5535dae090d4e3abb7ffbe5cefcb0ac
J Sports 4,P2p://starvod.xyz:19806/30defe37bb3a4685bcc7ef470e3d38a2
Green Channel,P2p://starvod.xyz:19806/ede1dfdf91954f14817d55603428fd20
ゴルフネットワークHD,P2p://starvod.xyz:19806/1d7c15347e5e4a7c80c49936041649c6
時代劇専門チャンネル,P2p://starvod.xyz:19806/9d8cc1cbfca8462c9b7acfdea77e3936
Music Japan TV,P2p://starvod.xyz:19806/2212b2b9e6ed4ce9a5339edeeefac6a4
キッズステーションHD,P2p://starvod.xyz:19806/efe841ff5d8045d9a230837bbcabcd1c
ディスカバリーチャンネル,P2p://starvod.xyz:19806/86b254a7f2764359bc6c4b0b4a6cf567
スポーツチャンネル,P2p://starvod.xyz:19806/f5988307be5548108e2e081d8031ae7a
旅チャンネル,P2p://starvod.xyz:19806/92edeab4370843668d206347317d815c

临时,#genre#
寰宇新闻,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=60Keo0&tk=Ez8oqxnApir2
凤凰中文台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=8aIi1y&tk=Ez8oqxnApir2
凤凰资讯台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=tYAP2G&tk=Ez8oqxnApir2
凤凰香港台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Rh4ix3&tk=Ez8oqxnApir2
TVB翡翠台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=gU5BKG&tk=Ez8oqxnApir2
华丽翡翠台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=MotBZA&tk=Ez8oqxnApir2
TVB明珠台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=rKUOCm&tk=Ez8oqxnApir2
无线新闻台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=rRLd7U&tk=Ez8oqxnApir2
TVB plus,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=kqfxm2&tk=Ez8oqxnApir2
翡翠剧集台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=9AK2mQ&tk=Ez8oqxnApir2
TVB戏曲台,http://pull-skycorp.speedws.com/live/EQcxaUJ0gZR1V1guXNnVHUf2R3lw09kOfAEmUvz6eXnGqefbwf.flv
TVB金曲,http://pull-skycorp.speedws.com/live/ACED2KZMC1lQgbghCsizDNVhe2Y4JROw2sG4WddZsHeTHUf2Rw.flv
TVB奖门人,http://pull-skycorp.speedws.com/live/3UgJSu0qpO6Lo4NDZTH6fZd4REicHUf2RCOyWGz4dpo1TK5hoA.flv
黄金翡翠台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=GcNoey&tk=Ez8oqxnApir2
now新闻台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=jlmXXB&tk=Ez8oqxnApir2
Now英超1台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=jdhE9E&tk=Ez8oqxnApir2
Now星影台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=rxNMwV&tk=Ez8oqxnApir2
Now爆谷台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=tCdjo8&tk=Ez8oqxnApir2


中國大陸,#genre#
CCTV1,P2p://starvod.xyz:19806/c5b00a7fc9754853880d0e8406b3cb4b.ts
CCTV2,P2p://starvod.xyz:19806/fd4bc64164db4a83a2bd1196b75c3c29.ts
CCTV3,P2p://starvod.xyz:19806/86fcbc2c068a4c63b705acf6947c6789.ts
CCTV4,P2p://starvod.xyz:19806/c6c9b210523144beaff404c8fdb4e2fa.ts
CCTV5,P2p://starvod.xyz:19806/ffe33e5dd1734d06b0502c4f515d7dd4.ts
CCTV5+,P2p://starvod.xyz:19806/0872b1314de146fca7430f310359180c.ts
CCTV6,P2p://starvod.xyz:19806/b0f679eade934d51ad500311f4dccb03.ts
CCTV7,P2p://starvod.xyz:19806/a5cfd97f1f7b4c5fb362cb8191dd5a7a.ts
CCTV8,P2p://starvod.xyz:19806/510c07e8c33b44629958f553406d98c7.ts
CCTV9,P2p://starvod.xyz:19806/4b3fd9633685492aa440c96a6fb2c769.ts
CCTV10,P2p://starvod.xyz:19806/6c1b23ddedd347149d76e5ad91cd4166.ts
CCTV11,P2p://starvod.xyz:19806/1af5481b38124725954c3099428ea267.ts
CCTV12,P2p://starvod.xyz:19806/091fc7b1e5b84ee8b8d9afb550844a0e.ts
CCTV13,P2p://starvod.xyz:19806/4a32492ca231453fae218f4e20cf4e59.ts
CCTV14,P2p://starvod.xyz:19806/e170c97b656b4eec92fa697fec180513.ts
CCTV15,P2p://starvod.xyz:19806/ebb54e37ed404c738de7faba76be5320.ts
CCTV16,P2p://starvod.xyz:19806/7812d8aae0c643f99ce25d0505406971.ts
CCTV17,P2p://starvod.xyz:19806/5ecab413838c409e841228d7bbbee676.ts
天津衛視,P2p://starvod.xyz:19806/d289735d0e414ddcaf4a22f70c5aeed8.ts
北京衛視,P2p://starvod.xyz:19806/f3d8fc2f34344283b96e3d0d518da7ab.ts
黑龍江衛視,P2p://starvod.xyz:19806/311939ca744445529c223c38108b07c3.ts
遼寧衛視,P2p://starvod.xyz:19806/a7bb2c334cf64075b1fc69df157793d1.ts
東方衛視,P2p://starvod.xyz:19806/a7018300695d4835a1e83ec30f92896f.ts
江蘇衛視,P2p://starvod.xyz:19806/672a23d10003c2dcccdfb146480b660a.ts
浙江衛視,P2p://starvod.xyz:19806/c9a225666a154729ab2d7354941905de.ts
江西衛視,P2p://starvod.xyz:19806/a59df0b9747d463786a239e0849323b6.ts
山東衛視,P2p://starvod.xyz:19806/798d68eb5d69400398afe58b74a57fb2.ts
廈門衛視,P2p://starvod.xyz:19806/7df316391ac84d7e9326e84ec6a03ac1.ts
湖北衛視,P2p://starvod.xyz:19806/f15adac61419449c852cf0ff335b7e15.ts
湖南衛視,P2p://starvod.xyz:19806/610df635bc1f487bb1bceebba18f9e61.ts
河北衛視,P2p://starvod.xyz:19806/b7b7932294c3429e9a0d6b0907f9f9d2.ts
廣東衛視,P2p://starvod.xyz:19806/f1b409a562404d719acc430d6d07e5f5.ts
廣西衛視,P2p://starvod.xyz:19806/b9a92fc620c746b99c563970b202c4b1.ts
深圳衛視,P2p://starvod.xyz:19806/c04732acc60a4ed48f12d714abd4e972.ts
雲南衛視,P2p://starvod.xyz:19806/9177a28fb5bc466caaa0c88d750a41fb.ts
重慶衛視,P2p://starvod.xyz:19806/b7e76bc3313c47b3ab331d6907ee8f3b.ts
大灣區衛視,P2p://starvod.xyz:19806/545e0e5ea85d4d90a6afc6b3871432a0.ts
珠江台,P2p://starvod.xyz:19806/4a8a395418054e7387cb779bea1940fb.ts
廣東影視,P2p://starvod.xyz:19806/9655a3f6aad941ceaa6317814ffcbe69.ts
星空衛視,P2p://starvod.xyz:19806/28d3a5df574b42819be4afaf8ba33de6.ts
CHC高清电影,P2p://starvod.xyz:19806/589da08390c14149961d54fef2566609.ts
CHC家庭影院,P2p://starvod.xyz:19806/e3d527e8d47642028bcdca7cb587d8e8.ts
CHC動作電影,P2p://starvod.xyz:19806/0999fa74f14540bc8fe2a157cc224391.ts
私人影院,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
Channel [V],P2p://starvod.xyz:19806/91752783b4eb4508a715eb2294d0265f.ts
重溫經典頻道,P2p://starvod.xyz:19806/8a2b192ed20d4f92a2d6f84b60602316.ts
快樂垂釣,P2p://starvod.xyz:19806/76a08540449f4d929c83c1196b035b11.ts
風雲足球,P2p://starvod.xyz:19806/1ef78da378ae41c098b13d1eb00a72bb.ts
魅力足球,P2p://starvod.xyz:19806/49e28988113d4e6b9942ee497e3f4ab5.ts
高爾夫·網球,P2p://starvod.xyz:19806/fa346ad0827a4f1f9e3bbe5aa1c6af42.ts
廣東體育,P2p://starvod.xyz:19806/7df56458c2be4fc88deccece42f68fe0.ts
五星體育,P2p://starvod.xyz:19806/a2b118bd953848b598b492cd3f4334a6.ts
深圳都市,P2p://starvod.xyz:19806/377c8142f04a4baeace8f94c1328b3f1.ts
深圳電視劇,P2p://starvod.xyz:19806/b6b14a65ac2d491188db166bb7a7dc77.ts
廣州新聞,P2p://starvod.xyz:19806/06f8aaba500b46f5bd00e79fd37dc611.ts
廣州綜合,P2p://starvod.xyz:19806/67210bab000ce3b2a9595f2751324544.ts
廣東民生,P2p://starvod.xyz:19806/56332bb2dfa24fd59d3380ce0ae313b4.ts
港澳,#genre#
Thrill,P2p://starvod.xyz:19806/a4dcb069e7d242ad950ca7966b87d2e2.ts
鳳凰中文台,P2p://starvod.xyz:19806/2d4c59c084084aad8398ec7f671bd710.ts
鳳凰資訊台,P2p://starvod.xyz:19806/2022fbcde5d34ea8849d31493cd54833.ts
鳳凰香港台,P2p://starvod.xyz:19806/460e0d76407f4deaa560f1cadbdb65b5.ts
澳門-MACAU,P2p://starvod.xyz:19806/157c1db2ea684f64b680200e38a6cec0.ts
澳門蓮花,P2p://starvod.xyz:19806/446cd8073b334bd583c2f450da881086.ts
港台電視31,P2p://starvod.xyz:19806/a6fb3cf3a080468fb35b614d4d03e055.ts
港台電視32,P2p://starvod.xyz:19806/ed98071b10a246d09ac561195f3c48f1.ts
港台電視34,P2p://starvod.xyz:19806/e691675a79ae47b39ae379bad33e7651.ts
美亞電影台(粵語),P2p://starvod.xyz:19806/1d38eb1c04ae4027b62124f163280eed.ts
香港國際財經台,P2p://starvod.xyz:19806/a58f930120244a90ba330f4b9107c428.ts
HOY TV,P2p://starvod.xyz:19806/67955caa275c43b78a4a2590e5d38671.ts
HOY資訊台,P2p://starvod.xyz:19806/f8d4ab21c8d040ebae4a5e88536a5dd6.ts
黃金翡翠台,P2p://starvod.xyz:19806/d1dc0527fd834336bdd3ee0799f3c6d5.ts
翡翠台,P2p://147.135.39.171:9906/67c2952b00074b340fe0faf435a51848.ts
翡翠台(備),P2p://starvod.xyz:19806/3542396b1de54a70be3917fcd4325f8f.ts
TVB Plus,P2p://starvod.xyz:19806/a43c5ac5e72b4e75a26db0c6e319b86f.ts
無綫新聞台,P2p://starvod.xyz:19806/557d5098116e4e1f9b14008ed764cc71.ts
無綫新聞台(備),P2p://starvod.xyz:19806/3b435a342d864075b83291b4cd742e0f.ts
明珠台,P2p://starvod.xyz:19806/e17f0434113e4d379c36929255b1df20.ts
PopC,P2p://starvod.xyz:19806/7a6b133b8fb04ed89b39ade5ec9cb777.ts
now新聞台,P2p://starvod.xyz:19806/92d65e32d85c457d8e2eb56a76892a51.ts
now財經台,P2p://starvod.xyz:19806/b433233614024692a9ad93da4f558234.ts
ViuTVsix,P2p://starvod.xyz:19806/e000e5f76aab4bcdb2a8e7a9cabba9b7.ts
ViuTV,P2p://starvod.xyz:19806/6ebc6d75aa4f48499d8da0053b8ad8d0.ts
生活台,P2p://starvod.xyz:19806/712cd0b9f3894ecebf1b0fb77f9f3834.ts
18台,P2p://starvod.xyz:19806/3a3092f063154e04a31b8162b1da53bc.ts
SUPER Kids,P2p://starvod.xyz:19806/631732f5fa894772aec8ee750359e455.ts
粵語片台,P2p://starvod.xyz:19806/8a27e94d85f84760a0ec5b48c00c7744.ts
亞洲劇台,P2p://starvod.xyz:19806/140c38a9c83344919da1fc769798c618.ts
功夫台,P2p://starvod.xyz:19806/6043814031384523bc272f4f87aeb298.ts
戲曲台,P2p://starvod.xyz:19806/a65d5449d788498fb5e212e84f2ce430.ts
千禧經典台,P2p://starvod.xyz:19806/edec663bf45749048fc098d47d4618a8.ts
TVB娛樂新聞台,P2p://starvod.xyz:19806/c6994957df9e4488bfb1c462db442f61.ts
TVB星河,P2p://starvod.xyz:19806/1e49e265b69c41b7a056585f9440f05f.ts
HKC 18,P2p://starvod.xyz:19806/940e58be3a9d4e77ab15bdb6a852cf8e.ts
馬來西亞,#genre#
TV1,P2p://starvod.xyz:19806/b53b631feedc41baa3778bbde8bfcdcc.ts
TV2,P2p://starvod.xyz:19806/771891fa9c5345ca9ec6ae7e138e3924.ts
TV3,P2p://starvod.xyz:19806/0f9c8d6e327a477f922a6d2c1f87c1f0.ts
Astro Oasis HD,P2p://starvod.xyz:19806/693b0547574c46baac46be94bd02a147.ts
Al-Hijrah,P2p://starvod.xyz:19806/d5d44c09e8e2402bbc1f5c6f3c51004a.ts
Awesome TV,P2p://starvod.xyz:19806/d950658a8a2b474aa3ed47beca2ee1a6.ts
TV Okey,P2p://starvod.xyz:19806/c8301a84acd740909034c7ba0a615788.ts
NTV7,P2p://starvod.xyz:19806/a868f6306ecf48a9909b7a369dbe9700.ts
八度空間,P2p://starvod.xyz:19806/13bb1429f3744fd1a9ec70ee7d2f24c6.ts
TV9,P2p://starvod.xyz:19806/ead524fdf3124dcda14fd4d543065bee.ts
SUN TV,P2p://starvod.xyz:19806/3e362d65c7914c7186b492ef40a33e38.ts
Star Vijay,P2p://starvod.xyz:19806/aeb7cff2c1da49f6878ff4146347ba5c.ts
Zee Tamil,P2p://starvod.xyz:19806/a8739c3ba9a847908ccac6c7a8b0cc8d.ts
愛奇藝,P2p://starvod.xyz:19806/78f17ea46cc94bd79956233ad227f094.ts
千禧經典台,P2p://starvod.xyz:19806/edec663bf45749048fc098d47d4618a8.ts
Astro AEC,P2p://starvod.xyz:19806/ffe1372ecc664192a107f3793c6b0bcb.ts
天映頻道,P2p://starvod.xyz:19806/538d1cc6941442d4a4e166083d128cf3.ts
翡翠台,P2p://starvod.xyz:19806/4eb3c908714d4374a256f4f2da0d6f24.ts
Astro AOD HD 311,P2p://starvod.xyz:19806/6353366ced1244b9880feb5675c09855.ts
中天亞洲台,P2p://starvod.xyz:19806/683afa950007a7fef6a7314275d073d0.ts
TVB娛樂新聞台,P2p://starvod.xyz:19806/c6994957df9e4488bfb1c462db442f61.ts
TVB星河,P2p://starvod.xyz:19806/1e49e265b69c41b7a056585f9440f05f.ts
TVBS亞洲,P2p://starvod.xyz:19806/2c41971e5541421fb3e3dec01ea70645.ts
天映經典,P2p://starvod.xyz:19806/1019ce7e7d6e45bea8fd6aec45f5ef12.ts
Astro歡喜台,P2p://starvod.xyz:19806/e06784ee86f2466faf25dea43f7ba745.ts
KBS World,P2p://starvod.xyz:19806/683afbcf0002ac8df6abfa8a1dd147ca.ts
HITS Movies,P2p://starvod.xyz:19806/31e31d282a5a4acb9e7856599456072b.ts
BOO,P2p://starvod.xyz:19806/9ee546f426c64398af4f2d301c8f00b4.ts
tvN Movies HD,P2p://starvod.xyz:19806/35596b76301f4c8384281e28cf44327c.ts
Astro Awani,P2p://starvod.xyz:19806/8ccbcd3c10c649f39a9db21b29463e7b.ts
CGTN,P2p://147.135.39.171:9906/67401ba5000028f7123586380c484e3a.ts
BBC World News,P2p://starvod.xyz:19806/0621f6f581aa4aa8a88d362b3ef92295.ts
Sky News,P2p://starvod.xyz:19806/5658db93468c4ab793d125b6620ab480.ts
CNBC,P2p://starvod.xyz:19806/8cdff1b7d0d0480ea303ad89f6df0a70.ts
ABC Australia,P2p://starvod.xyz:19806/da39c4b1101544ae895b706a7e8bd13d.ts
France24,P2p://starvod.xyz:19806/20b9a94c6da94dd1beb5676e1cf83ae6.ts
Astro Ceria,P2p://starvod.xyz:19806/ea1d109ded2c43dda257df9c4a505259.ts
Boomerang,P2p://starvod.xyz:19806/3083cd9f65f349488b99ce07ccd56cd1.ts
KIX,P2p://starvod.xyz:19806/819241aca629402c99d6c862a083e5cd.ts
HITS,P2p://starvod.xyz:19806/9d0eb098b1b84f988e2be173bb81d447.ts
TLC旅遊生活,P2p://starvod.xyz:19806/e32dafaf7fa440edaf439ff36d13105a.ts
Astro Arena,P2p://starvod.xyz:19806/1c9bcb51041e4db4b1f58a4c4def0d55.ts
Astro Arena 2,P2p://starvod.xyz:19806/49dc750e87914008b642befb7ef1ccc8.ts
Astro Premier League,P2p://starvod.xyz:19806/81b53ce210de4bd8be41beacdcc71d12.ts
Astro Premier League 2,P2p://starvod.xyz:19806/eb3636e27ada44d2856333cc29c17de1.ts
Astro Grandstand,P2p://starvod.xyz:19806/fe682e01fdd7412d99f29ea146f60080.ts
Astro Football,P2p://starvod.xyz:19806/6efa4b6dec314b18866f6f7455f1869d.ts
Astro Badminton,P2p://starvod.xyz:19806/3e157919359844968565fda0e026132d.ts
beIN Sports 2,P2p://starvod.xyz:19806/19ad4b1226c04f8a8932587004f7ceab.ts
beIN Sports,P2p://starvod.xyz:19806/7ec6631ab8414c8295b678161ff3e950.ts
beIN Sports 3,P2p://starvod.xyz:19806/7ed418897a26478aadb200969520b492.ts
Eurosport HD,P2p://starvod.xyz:19806/2522e6573aa4471fb8a6ae060166568a.ts
Golf Channel,P2p://starvod.xyz:19806/a44dfa7c76f74480b4abdc56a58ffa39.ts
SPOTV,P2p://starvod.xyz:19806/364e4565c062402e8c8f1d46edb9e30a.ts
SPOTV 2,P2p://starvod.xyz:19806/3f3dcaacc92f4d88948cd947c7e3b5f9.ts
新加坡,#genre#
中天亞洲台,P2p://starvod.xyz:19806/683afa950007a7fef6a7314275d073d0.ts
KBS World,P2p://starvod.xyz:19806/683afbcf0002ac8df6abfa8a1dd147ca.ts
CGTN,P2p://147.135.39.171:9906/67401ba5000028f7123586380c484e3a.ts
Fox News,P2p://starvod.xyz:19806/bd8e93c3213f42bf8e5c46b3c43e56ee.ts
Euronews,P2p://starvod.xyz:19806/b3e7162bd5354f1d814e309800219c1f.ts
HITS,P2p://starvod.xyz:19806/9d0eb098b1b84f988e2be173bb81d447.ts
beIN Sports,P2p://starvod.xyz:19806/7ec6631ab8414c8295b678161ff3e950.ts
beIN Sports 3,P2p://starvod.xyz:19806/7ed418897a26478aadb200969520b492.ts
Fight Sports,P2p://starvod.xyz:19806/759b38a5e84a4877baed62ffdf82a2ee.ts
Mediacorp 5,P2p://starvod.xyz:19806/454bb3c2d85449098418d8dd41473310.ts
Mediacorp 8,P2p://starvod.xyz:19806/1b95df20db1d4b38b12c21b59c18ef0b.ts
Suria,P2p://starvod.xyz:19806/2607915ccca64099a1ec2e2563f1f250.ts
Vasantham,P2p://starvod.xyz:19806/67404d2b000163c22371405704f225ff.ts
CNA,P2p://starvod.xyz:19806/ca904e6798794c97aa5655daea3662d4.ts
Mediacorp U,P2p://starvod.xyz:19806/4f7f0c887f2b4559ac4be039fbc2eef5.ts
東森亞洲衛視,P2p://starvod.xyz:19806/924207811e5443ffb12d90273233bd86.ts
日本,#genre#
NHK-G综合,P2p://starvod.xyz:19806/a933e056443f4ced80ac92087e7daa9a.ts
NHK-E教育,P2p://starvod.xyz:19806/6d5bbed3b161445da8bba49569867c54.ts
日本テレビ,P2p://starvod.xyz:19806/75a479a865ec43bea6b69c8890995012.ts
TBSテレビ,P2p://starvod.xyz:19806/4ca33342737c4ae2a9198ec987acd305.ts
テレビ東京,P2p://starvod.xyz:19806/591913aa393c43eabf495906d0605eda.ts
フジテレビ,P2p://starvod.xyz:19806/89185d69da39411e987c3ba8c83ccb4e.ts
読売テレビ,P2p://starvod.xyz:19806/0ee9d442c5b14c8e83b2c314ab9a4300.ts
関西テレビ,P2p://starvod.xyz:19806/033f2c314bf042508511cedef673267f.ts
テレビ大阪,P2p://starvod.xyz:19806/670340c76d6f48a2bf1dfefbbbee3944.ts
KBS京都,P2p://starvod.xyz:19806/7a0aec4414db4701afc09f575980a92e.ts
毎日放送,P2p://starvod.xyz:19806/f66eb62af1e146f0a31df9feae5fc1b8.ts
朝日放送,P2p://starvod.xyz:19806/7303e01149314ad4a5d8e5aa25b56975.ts
BS-1,P2p://starvod.xyz:19806/acdcfa09f15a4e9bb2a837cfeb793a6e.ts
BS日テレ,P2p://starvod.xyz:19806/82140d440fe941ea94644f175b55fb98.ts
BS朝日,P2p://starvod.xyz:19806/15dfad050ae34f6aa02ec1d5f6a9e3b0.ts
BS-TBS,P2p://starvod.xyz:19806/8f4e9b7f3031469ba4d84f92a78e9cad.ts
BS11,P2p://starvod.xyz:19806/6f38ddbbda084f2ea721b97458658f7e.ts
BSフジ,P2p://starvod.xyz:19806/2e3659a95c5b4d1bb036a7c062d0d3dc.ts
WOWOWプライム,P2p://starvod.xyz:19806/60ebcb42519c4b058e71bf1a63e8b583.ts
WOWOWライブ,P2p://starvod.xyz:19806/efa7852398444fbab516e74d8aa19764.ts
WOWOWシネマ,P2p://starvod.xyz:19806/9478166f644f46e2bfd81cf23c51ff31.ts
スター・チャンネル1,P2p://starvod.xyz:19806/8457dea1e1ff4af3af0fcba38258fa7f.ts
BSアニマックス,P2p://starvod.xyz:19806/56a65f41367f497c84cc9538def3a614.ts
J Sports 1,P2p://starvod.xyz:19806/0978e9f522de4b168c7420e09c3d4695.ts
J Sports 2,P2p://starvod.xyz:19806/a92d2208dd254a1198e66b739dc50157.ts
J Sports 3,P2p://starvod.xyz:19806/7a683ed1620e45bfbe17d16206540054.ts
J Sports 4,P2p://starvod.xyz:19806/e2514645acb84f5c96798a718a5cd757.ts
Green Channel,P2p://starvod.xyz:19806/ede1dfdf91954f14817d55603428fd20.ts
ゴルフネットワークHD,P2p://starvod.xyz:19806/1d7c15347e5e4a7c80c49936041649c6.ts
時代劇専門チャンネル,P2p://starvod.xyz:19806/9d8cc1cbfca8462c9b7acfdea77e3936.ts
Music Japan TV,P2p://starvod.xyz:19806/f84b6d26a00d4911a4b09d4b71836ea3.ts
キッズステーションHD,P2p://starvod.xyz:19806/efe841ff5d8045d9a230837bbcabcd1c.ts
ディスカバリーチャンネル,P2p://starvod.xyz:19806/86b254a7f2764359bc6c4b0b4a6cf567.ts
ナショナルジオグラフィック,P2p://starvod.xyz:19806/d718fbf0808c40e0ab21b1526c0fb210.ts
